,< 9,10 - 19,20 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80 - 89,90 - 99,> 100,genero,UF,data
F,0.0,0.0,,1.0,1.0,3.0,5.0,2.0,4.0,1.0,0.0,F,ES,2020-12-06
M,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,,0.0,M,GO,2020-12-06
F,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,1.0,0.0,F,GO,2020-12-06
M,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,M,MA,2020-12-06
F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,F,MA,2020-12-06
M,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,M,MT,2020-12-06
F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,0.0,F,MT,2020-12-06
M,0.0,,0.0,0.0,,3.0,,2.0,,,0.0,M,MS,2020-12-06
F,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,F,MS,2020-12-06
M,0.0,0.0,0.0,2.0,1.0,2.0,13.0,12.0,7.0,5.0,0.0,M,MG,2020-12-06
F,0.0,0.0,0.0,1.0,3.0,4.0,3.0,5.0,6.0,5.0,0.0,F,MG,2020-12-06
M,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,M,PA,2020-12-06
F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,F,PA,2020-12-06
M,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,,0.0,M,PB,2020-12-06
F,0.0,0.0,0.0,,,0.0,2.0,2.0,4.0,1.0,0.0,F,PB,2020-12-06
M,0.0,0.0,0.0,0.0,3.0,4.0,7.0,10.0,7.0,2.0,,M,PR,2020-12-06
F,0.0,0.0,0.0,0.0,1.0,3.0,5.0,9.0,2.0,3.0,1.0,F,PR,2020-12-06
M,0.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,6.0,1.0,0.0,M,PE,2020-12-06
F,0.0,,0.0,0.0,3.0,2.0,4.0,1.0,2.0,,0.0,F,PE,2020-12-06
M,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,M,PI,2020-12-06
F,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,F,PI,2020-12-06
M,0.0,0.0,1.0,,4.0,11.0,22.0,24.0,13.0,8.0,1.0,M,RJ,2020-12-06
F,0.0,0.0,,1.0,4.0,4.0,13.0,12.0,22.0,6.0,,F,RJ,2020-12-06
M,0.0,0.0,1.0,0.0,1.0,,2.0,1.0,1.0,1.0,0.0,M,RN,2020-12-06
F,0.0,0.0,,0.0,,1.0,2.0,,,2.0,0.0,F,RN,2020-12-06
M,0.0,0.0,0.0,,,4.0,7.0,7.0,2.0,1.0,,M,RS,2020-12-06
F,0.0,0.0,0.0,1.0,1.0,2.0,7.0,4.0,7.0,2.0,1.0,F,RS,2020-12-06
M,0.0,,0.0,0.0,0.0,1.0,,2.0,3.0,0.0,0.0,M,RO,2020-12-06
F,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,F,RO,2020-12-06
M,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,M,RR,2020-12-06
F,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,1.0,0.0,F,RR,2020-12-06
M,0.0,0.0,0.0,0.0,,2.0,13.0,9.0,6.0,1.0,0.0,M,SC,2020-12-06
F,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,11.0,1.0,0.0,F,SC,2020-12-06
F,1.0,0.0,1.0,1.0,1.0,7.0,12.0,11.0,14.0,6.0,,F,SP,2020-12-06
M,,0.0,3.0,,4.0,10.0,23.0,24.0,16.0,7.0,1.0,M,SP,2020-12-06
M,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,M,SE,2020-12-06
F,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,F,SE,2020-12-06
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,TO,2020-12-06
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,TO,2020-12-06
F,1.0,1.0,4.0,8.0,13.0,35.0,58.0,90.0,95.0,30.0,,F,all,2020-12-07
M,,,3.0,10.0,23.0,46.0,106.0,125.0,81.0,26.0,3.0,M,all,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,M,AC,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,F,AC,2020-12-07
M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,M,AL,2020-12-07
F,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,F,AL,2020-12-07
M,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,M,AP,2020-12-07
F,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,F,AP,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,M,AM,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,F,AM,2020-12-07
M,0.0,0.0,,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,M,BA,2020-12-07
F,0.0,0.0,1.0,0.0,1.0,,3.0,6.0,3.0,1.0,0.0,F,BA,2020-12-07
F,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,,0.0,F,CE,2020-12-07
M,,0.0,0.0,0.0,0.0,1.0,4.0,1.0,,1.0,0.0,M,CE,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,M,DF,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,,0.0,F,DF,2020-12-07
M,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,,1.0,1.0,M,ES,2020-12-07
F,0.0,0.0,0.0,0.0,2.0,,,2.0,2.0,1.0,,F,ES,2020-12-07
M,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,,0.0,M,GO,2020-12-07
F,0.0,0.0,0.0,,0.0,,1.0,2.0,,1.0,0.0,F,GO,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,M,MA,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,F,MA,2020-12-07
M,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,M,MT,2020-12-07
F,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,F,MT,2020-12-07
M,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,M,MS,2020-12-07
F,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,,0.0,0.0,F,MS,2020-12-07
M,0.0,0.0,1.0,1.0,4.0,6.0,11.0,15.0,12.0,4.0,0.0,M,MG,2020-12-07
F,0.0,0.0,1.0,1.0,2.0,5.0,8.0,5.0,5.0,4.0,0.0,F,MG,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,M,PA,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.0,F,PA,2020-12-07
M,0.0,0.0,0.0,,0.0,0.0,,3.0,0.0,,0.0,M,PB,2020-12-07
F,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,F,PB,2020-12-07
M,0.0,,1.0,2.0,1.0,2.0,10.0,11.0,7.0,2.0,0.0,M,PR,2020-12-07
F,0.0,1.0,,1.0,1.0,5.0,9.0,7.0,11.0,1.0,0.0,F,PR,2020-12-07
M,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,M,PE,2020-12-07
F,0.0,0.0,0.0,0.0,,2.0,2.0,6.0,6.0,1.0,0.0,F,PE,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,M,PI,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,F,PI,2020-12-07
M,0.0,0.0,0.0,,6.0,6.0,25.0,19.0,16.0,3.0,1.0,M,RJ,2020-12-07
F,0.0,0.0,0.0,1.0,2.0,9.0,10.0,17.0,20.0,7.0,,F,RJ,2020-12-07
M,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,M,RN,2020-12-07
F,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,F,RN,2020-12-07
M,0.0,0.0,0.0,,1.0,7.0,7.0,17.0,4.0,,1.0,M,RS,2020-12-07
F,0.0,0.0,0.0,1.0,1.0,3.0,2.0,12.0,12.0,2.0,,F,RS,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,M,RO,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,F,RO,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,RR,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,RR,2020-12-07
M,0.0,0.0,0.0,1.0,2.0,1.0,7.0,13.0,5.0,4.0,0.0,M,SC,2020-12-07
F,0.0,0.0,0.0,,,2.0,3.0,5.0,4.0,1.0,0.0,F,SC,2020-12-07
M,0.0,0.0,1.0,2.0,1.0,9.0,26.0,24.0,20.0,3.0,0.0,M,SP,2020-12-07
F,0.0,0.0,1.0,2.0,4.0,6.0,12.0,19.0,25.0,10.0,0.0,F,SP,2020-12-07
M,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,M,SE,2020-12-07
F,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,F,SE,2020-12-07
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,M,TO,2020-12-07
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,F,TO,2020-12-07
F,1.0,2.0,2.0,5.0,17.0,25.0,69.0,93.0,92.0,34.0,1.0,F,all,2020-12-08
M,1.0,3.0,5.0,7.0,34.0,44.0,118.0,122.0,87.0,26.0,,M,all,2020-12-08
M,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,M,AC,2020-12-08
F,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,F,AC,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,M,AL,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,F,AL,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,M,AP,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,F,AP,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,M,AM,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,F,AM,2020-12-08
M,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,M,BA,2020-12-08
F,,0.0,0.0,0.0,,1.0,,5.0,3.0,,0.0,F,BA,2020-12-08
M,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,,2.0,0.0,M,CE,2020-12-08
F,0.0,0.0,,0.0,1.0,2.0,,,4.0,,0.0,F,CE,2020-12-08
M,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,M,DF,2020-12-08
F,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,F,DF,2020-12-08
M,0.0,0.0,0.0,,,2.0,2.0,3.0,7.0,2.0,0.0,M,ES,2020-12-08
F,0.0,0.0,0.0,1.0,1.0,2.0,,6.0,2.0,2.0,0.0,F,ES,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,1.0,0.0,0.0,M,GO,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,F,GO,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,M,MA,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,F,MA,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,M,MT,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,F,MT,2020-12-08
M,0.0,,0.0,0.0,,0.0,3.0,3.0,,1.0,0.0,M,MS,2020-12-08
F,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,,0.0,F,MS,2020-12-08
M,0.0,1.0,0.0,2.0,4.0,4.0,9.0,10.0,7.0,5.0,0.0,M,MG,2020-12-08
F,0.0,,0.0,1.0,1.0,2.0,4.0,5.0,9.0,4.0,0.0,F,MG,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,M,PA,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,0.0,F,PA,2020-12-08
M,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,M,PB,2020-12-08
F,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,0.0,0.0,F,PB,2020-12-08
M,0.0,1.0,0.0,0.0,3.0,5.0,13.0,14.0,6.0,1.0,0.0,M,PR,2020-12-08
F,0.0,,0.0,0.0,,3.0,6.0,9.0,6.0,3.0,0.0,F,PR,2020-12-08
M,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,5.0,0.0,0.0,M,PE,2020-12-08
F,0.0,0.0,0.0,0.0,,1.0,3.0,6.0,4.0,0.0,0.0,F,PE,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,M,PI,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,F,PI,2020-12-08
M,0.0,0.0,2.0,,7.0,7.0,21.0,31.0,13.0,3.0,0.0,M,RJ,2020-12-08
F,0.0,0.0,,2.0,5.0,7.0,15.0,18.0,18.0,1.0,0.0,F,RJ,2020-12-08
M,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,M,RN,2020-12-08
F,0.0,0.0,,0.0,,0.0,1.0,1.0,,0.0,0.0,F,RN,2020-12-08
M,0.0,0.0,1.0,1.0,1.0,4.0,11.0,7.0,11.0,2.0,,M,RS,2020-12-08
F,0.0,0.0,1.0,,,,6.0,6.0,10.0,3.0,1.0,F,RS,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,M,RO,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,F,RO,2020-12-08
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,M,RR,2020-12-08
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,F,RR,2020-12-08
M,0.0,0.0,0.0,0.0,2.0,2.0,8.0,7.0,6.0,3.0,0.0,M,SC,2020-12-08
F,0.0,0.0,0.0,0.0,1.0,,7.0,7.0,8.0,6.0,0.0,F,SC,2020-12-08
M,0.0,1.0,,3.0,8.0,9.0,26.0,27.0,16.0,4.0,0.0,M,SP,2020-12-08
F,0.0,1.0,1.0,,5.0,4.0,20.0,21.0,17.0,13.0,0.0,F,SP,2020-12-08
M,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,,0.0,M,SE,2020-12-08
F,0.0,0.0,0.0,,,,,0.0,2.0,1.0,0.0,F,SE,2020-12-08
F,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,F,TO,2020-12-08
M,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,M,TO,2020-12-08
F,3.0,4.0,2.0,8.0,9.0,36.0,78.0,104.0,85.0,30.0,2.0,F,all,2020-12-09
I,,1.0,,,,,,,,,,I,all,2020-12-09
M,,2.0,,12.0,26.0,49.0,118.0,115.0,87.0,30.0,,M,all,2020-12-09
M,0.0,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,M,AC,2020-12-09
F,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,F,AC,2020-12-09
M,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,0.0,M,AL,2020-12-09
F,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,F,AL,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,M,AP,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,F,AP,2020-12-09
M,0.0,,0.0,0.0,0.0,,1.0,,0.0,1.0,0.0,M,AM,2020-12-09
F,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,0.0,F,AM,2020-12-09
F,1.0,,0.0,,1.0,,2.0,3.0,4.0,2.0,0.0,F,BA,2020-12-09
M,,1.0,0.0,1.0,1.0,3.0,4.0,4.0,5.0,,0.0,M,BA,2020-12-09
M,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,2.0,1.0,0.0,M,CE,2020-12-09
F,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,,0.0,F,CE,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,M,DF,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,F,DF,2020-12-09
M,0.0,,0.0,,1.0,1.0,6.0,5.0,3.0,,0.0,M,ES,2020-12-09
F,0.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,,1.0,0.0,F,ES,2020-12-09
I,,1.0,,,,,,,,,,I,ES,2020-12-09
M,0.0,0.0,0.0,0.0,1.0,,2.0,1.0,1.0,,0.0,M,GO,2020-12-09
F,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,1.0,2.0,0.0,F,GO,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,M,MA,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,F,MA,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,M,MT,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,F,MT,2020-12-09
M,0.0,0.0,0.0,,2.0,0.0,1.0,4.0,2.0,0.0,0.0,M,MS,2020-12-09
F,0.0,0.0,0.0,1.0,,0.0,,1.0,2.0,0.0,0.0,F,MS,2020-12-09
M,0.0,0.0,0.0,0.0,5.0,4.0,14.0,13.0,9.0,7.0,0.0,M,MG,2020-12-09
F,0.0,0.0,0.0,0.0,,2.0,11.0,10.0,9.0,1.0,0.0,F,MG,2020-12-09
M,0.0,,0.0,0.0,0.0,,,2.0,1.0,,0.0,M,PA,2020-12-09
F,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,,1.0,0.0,F,PA,2020-12-09
M,0.0,0.0,0.0,1.0,1.0,1.0,,2.0,1.0,1.0,0.0,M,PB,2020-12-09
F,0.0,0.0,0.0,,,,2.0,2.0,1.0,,0.0,F,PB,2020-12-09
M,0.0,0.0,0.0,2.0,2.0,6.0,13.0,8.0,7.0,3.0,0.0,M,PR,2020-12-09
F,0.0,0.0,0.0,,1.0,3.0,5.0,8.0,7.0,3.0,0.0,F,PR,2020-12-09
M,0.0,0.0,0.0,0.0,1.0,,3.0,5.0,3.0,2.0,0.0,M,PE,2020-12-09
F,0.0,0.0,0.0,0.0,,1.0,3.0,2.0,5.0,,0.0,F,PE,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,M,PI,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,0.0,F,PI,2020-12-09
M,0.0,0.0,,2.0,6.0,10.0,25.0,25.0,17.0,7.0,,M,RJ,2020-12-09
F,0.0,0.0,1.0,3.0,1.0,7.0,15.0,21.0,20.0,10.0,1.0,F,RJ,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,1.0,,0.0,M,RN,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,F,RN,2020-12-09
M,0.0,0.0,,1.0,0.0,3.0,7.0,8.0,7.0,,0.0,M,RS,2020-12-09
F,0.0,0.0,1.0,,0.0,3.0,9.0,8.0,10.0,2.0,0.0,F,RS,2020-12-09
F,1.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,F,RO,2020-12-09
M,,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,M,RO,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,M,RR,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,F,RR,2020-12-09
M,0.0,1.0,0.0,0.0,2.0,3.0,8.0,5.0,7.0,1.0,0.0,M,SC,2020-12-09
F,0.0,,0.0,0.0,1.0,3.0,2.0,9.0,3.0,2.0,0.0,F,SC,2020-12-09
F,1.0,0.0,0.0,1.0,2.0,7.0,14.0,25.0,16.0,4.0,1.0,F,SP,2020-12-09
M,,0.0,0.0,3.0,4.0,12.0,18.0,23.0,21.0,6.0,,M,SP,2020-12-09
M,0.0,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,M,SE,2020-12-09
F,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,F,SE,2020-12-09
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,M,TO,2020-12-09
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,F,TO,2020-12-09
M,0.0,6.0,3.0,12.0,35.0,51.0,101.0,138.0,88.0,27.0,2.0,M,all,2020-12-10
F,0.0,1.0,5.0,11.0,20.0,40.0,80.0,90.0,91.0,28.0,5.0,F,all,2020-12-10
M,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,M,AC,2020-12-10
F,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,F,AC,2020-12-10
M,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,,0.0,M,AL,2020-12-10
F,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,F,AL,2020-12-10
M,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,M,AP,2020-12-10
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,F,AP,2020-12-10
M,0.0,1.0,0.0,0.0,1.0,,0.0,3.0,2.0,0.0,0.0,M,AM,2020-12-10
F,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,,0.0,0.0,F,AM,2020-12-10
M,0.0,0.0,1.0,,1.0,3.0,1.0,2.0,7.0,2.0,0.0,M,BA,2020-12-10
F,0.0,0.0,1.0,1.0,,4.0,2.0,4.0,8.0,2.0,0.0,F,BA,2020-12-10
M,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,M,CE,2020-12-10
F,0.0,,,1.0,,0.0,2.0,1.0,,0.0,0.0,F,CE,2020-12-10
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,1.0,0.0,M,DF,2020-12-10
F,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,F,DF,2020-12-10
M,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,6.0,,0.0,M,ES,2020-12-10
F,0.0,0.0,0.0,,2.0,3.0,6.0,3.0,2.0,1.0,0.0,F,ES,2020-12-10
M,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,M,GO,2020-12-10
F,0.0,,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,F,GO,2020-12-10
M,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,0.0,M,MA,2020-12-10
F,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,0.0,F,MA,2020-12-10
M,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,M,MT,2020-12-10
F,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,F,MT,2020-12-10
M,0.0,0.0,,0.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,M,MS,2020-12-10
F,0.0,0.0,1.0,0.0,,1.0,2.0,2.0,3.0,0.0,0.0,F,MS,2020-12-10
M,0.0,0.0,0.0,1.0,2.0,2.0,12.0,5.0,10.0,6.0,0.0,M,MG,2020-12-10
F,0.0,0.0,0.0,3.0,,6.0,3.0,7.0,10.0,2.0,0.0,F,MG,2020-12-10
M,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,M,PA,2020-12-10
F,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,F,PA,2020-12-10
M,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,,0.0,,M,PB,2020-12-10
F,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,F,PB,2020-12-10
M,0.0,0.0,0.0,,3.0,9.0,11.0,15.0,8.0,3.0,0.0,M,PR,2020-12-10
F,0.0,0.0,0.0,1.0,2.0,6.0,13.0,9.0,13.0,2.0,0.0,F,PR,2020-12-10
M,0.0,,0.0,0.0,4.0,2.0,1.0,3.0,3.0,1.0,0.0,M,PE,2020-12-10
F,0.0,1.0,0.0,0.0,1.0,,3.0,2.0,3.0,,0.0,F,PE,2020-12-10
M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,M,PI,2020-12-10
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,F,PI,2020-12-10
M,0.0,0.0,,1.0,7.0,8.0,20.0,31.0,8.0,3.0,0.0,M,RJ,2020-12-10
F,0.0,0.0,1.0,3.0,4.0,5.0,17.0,15.0,15.0,7.0,0.0,F,RJ,2020-12-10
M,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,M,RN,2020-12-10
F,0.0,0.0,0.0,,1.0,0.0,0.0,,,,0.0,F,RN,2020-12-10
M,0.0,0.0,0.0,,1.0,7.0,8.0,11.0,9.0,1.0,0.0,M,RS,2020-12-10
F,0.0,0.0,0.0,1.0,,3.0,6.0,13.0,8.0,4.0,0.0,F,RS,2020-12-10
M,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,M,RO,2020-12-10
F,0.0,0.0,0.0,,,0.0,,1.0,,0.0,1.0,F,RO,2020-12-10
M,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,M,RR,2020-12-10
F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,F,RR,2020-12-10
